500	58724.0
0	45204.0
0	45204.0
500	58631.0
500	58631.0
500	58631.0
500	58631.0
1000	71795.0
1500	80691.0
1500	80691.0
1500	80691.0
2000	88869.0
2500	95310.0
2500	95310.0
2500	95310.0
2500	95310.0
3000	102367.0
3000	102367.0
3000	102367.0
3000	102367.0
3500	107743.0
3500	107743.0
4000	113131.0
4500	116837.0
4500	116837.0
5000	119721.0
5500	122538.0
5500	122538.0
6000	124924.0
6500	126660.0
7000	128549.0
7000	128549.0
7000	128549.0
7500	129496.0
8000	130643.0
8000	130643.0
8000	130643.0
8500	131607.0
8500	131607.0
8500	131607.0
9000	132646.0
9000	132646.0
9500	133145.0
10000	134047.0
10000	134047.0
10000	134047.0
10000	134047.0
10000	134047.0
10000	134047.0
10000	134047.0
10500	134429.0
10500	134429.0
11000	134724.0
11000	134724.0
11000	134724.0
11000	134724.0
11000	134724.0
11000	134724.0
11000	134724.0
11000	134724.0
11500	135074.0
12000	135364.0
12000	135364.0
12000	135364.0
12500	135883.0
13000	136264.0
13000	136264.0
13000	136264.0
13000	136264.0
13000	136264.0
13500	136516.0
13500	136516.0
13500	136516.0
13500	136516.0
13500	136516.0
13500	136516.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14000	136868.0
14500	136905.0
14500	136905.0
14500	136905.0
15000	136930.0
15000	136930.0
15500	137019.0
15500	137019.0
16000	137290.0
16000	137290.0
16000	137290.0
16000	137290.0
16000	137290.0
16000	137290.0
16500	137345.0
16500	137345.0
16500	137345.0
16500	137345.0
16500	137345.0
16500	137345.0
16500	137345.0
16500	137345.0
17000	137373.0
17000	137373.0
17000	137373.0
17000	137373.0
17000	137373.0
17500	137550.0
17500	137550.0
18000	137631.0
18000	137631.0
18500	137808.0
18500	137808.0
18500	137808.0
18500	137808.0
18500	137808.0
19000	137923.0
19000	137923.0
19000	137923.0
19000	137923.0
19000	137923.0
19000	137923.0
19500	138117.0
19500	138117.0
19500	138117.0
19500	138117.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20000	138468.0
20500	138698.0
20500	138698.0
20500	138698.0
20500	138698.0
20500	138698.0
21000	138723.0
21000	138723.0
21500	138889.0
21500	138889.0
22000	138921.0
22500	138921.0
23000	139025.0
23000	139025.0
23000	139025.0
23000	139025.0
23000	139025.0
23000	139025.0
23500	139038.0
23500	139038.0
23500	139038.0
23500	139038.0
23500	139038.0
23500	139038.0
23500	139038.0
23500	139038.0
24000	139009.0
24000	139009.0
24500	138971.0
24500	138971.0
24500	138971.0
24500	138971.0
24500	138971.0
24500	138971.0
25000	138972.0
25000	138972.0
25000	138972.0
25000	138972.0
25500	139082.0
25500	139082.0
25500	139082.0
25500	139082.0
25500	139082.0
25500	139082.0
25500	139082.0
26000	139090.0
26500	139003.0
26500	139003.0
26500	139003.0
26500	139003.0
26500	139003.0
26500	139003.0
27000	138840.0
27500	138893.0
27500	138893.0
28000	138727.0
28000	138727.0
28000	138727.0
28000	138727.0
28500	138648.0
29000	138664.0
29000	138664.0
29500	138676.0
29500	138676.0
29500	138676.0
30000	138697.0
30000	138697.0
30500	138597.0
31000	138630.0
31500	138630.0
31500	138630.0
31500	138630.0
31500	138630.0
31500	138630.0
32000	138646.0
32000	138646.0
32500	138665.0
32500	138665.0
32500	138665.0
32500	138665.0
32500	138665.0
32500	138665.0
33000	138605.0
33000	138605.0
33000	138605.0
33000	138605.0
33000	138605.0
33000	138605.0
33000	138605.0
33500	138610.0
33500	138610.0
33500	138610.0
33500	138610.0
33500	138610.0
34000	138631.0
34500	138635.0
34500	138635.0
35000	138513.0
35000	138513.0
35000	138513.0
35000	138513.0
35000	138513.0
35000	138513.0
35500	138394.0
36000	138398.0
36500	138408.0
36500	138408.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
37000	138394.0
